Temperatur, Messreihe #1
Zeit ( s )	Temperatur ( °C )
74,6000	0,3
74,8000	0,3
75,0000	0,3
75,2000	0,3
75,4000	0,3
75,6000	0,3
75,8000	0,3
76,0000	0,3
76,2000	0,3
76,4000	0,3
76,6000	0,3
76,8000	0,3
77,0000	0,3
77,2000	0,3
77,4000	0,3
77,6000	0,3
77,8000	0,3
78,0000	0,3
78,2000	0,3
78,4000	0,3
78,6000	0,3
78,8000	0,3
79,0000	0,3
79,2000	0,3
79,4000	0,3
79,6000	0,3
79,8000	0,3
80,0000	0,3
80,2000	0,3
80,4000	0,3
80,6000	0,3
80,8000	0,3
81,0000	0,3
81,2000	0,3
81,4000	0,3
81,6000	0,3
81,8000	0,3
82,0000	0,3
82,2000	0,3
82,4000	0,3
82,6000	0,3
82,8000	0,4
83,0000	0,4
83,2000	0,4
83,4000	0,4
83,6000	0,4
83,8000	0,4
84,0000	0,4
84,2000	0,4
84,4000	0,4
84,6000	0,4
84,8000	0,4
85,0000	0,4
85,2000	0,4
85,4000	0,4
85,6000	0,4
85,8000	0,4
86,0000	0,4
86,2000	0,4
86,4000	0,4
86,6000	0,4
86,8000	0,4
87,0000	0,4
87,2000	0,4
87,4000	0,4
87,6000	0,4
87,8000	0,4
88,0000	0,4
88,2000	0,4
88,4000	0,4
88,6000	0,4
88,8000	0,4
89,0000	0,4
89,2000	0,4
89,4000	0,4
89,6000	0,4
89,8000	0,4
90,0000	0,4
90,2000	0,4
90,4000	0,4
90,6000	0,4
90,8000	0,4
91,0000	0,4
91,2000	0,4
91,4000	0,4
91,6000	0,4
91,8000	0,4
92,0000	0,4
92,2000	0,4
92,4000	0,4
92,6000	0,4
92,8000	0,4
93,0000	0,4
93,2000	0,4
93,4000	0,4
93,6000	0,4
93,8000	0,4
94,0000	0,4
94,2000	0,4
94,4000	0,4
94,6000	0,4
94,8000	0,5
95,0000	0,5
95,2000	0,5
95,4000	0,5
95,6000	0,5
95,8000	0,5
96,0000	0,5
96,2000	0,5
96,4000	0,5
96,6000	0,5
96,8000	0,5
97,0000	0,5
97,2000	0,5
97,4000	0,5
97,6000	0,5
97,8000	0,5
98,0000	0,5
98,2000	0,5
98,4000	0,5
98,6000	0,5
98,8000	0,5
99,0000	0,5
99,2000	0,5
99,4000	0,5
99,6000	0,5
99,8000	0,5
100,0000	0,5
100,2000	0,5
100,4000	0,5
100,6000	0,5
100,8000	0,5
101,0000	0,5
101,2000	0,5
101,4000	0,5
101,6000	0,5
101,8000	0,5
102,0000	0,5
102,2000	0,5
102,4000	0,5
102,6000	0,5
102,8000	0,5
103,0000	0,5
103,2000	0,5
103,4000	0,5
103,6000	0,5
103,8000	0,5
104,0000	0,5
104,2000	0,5
104,4000	0,5
104,6000	0,5
104,8000	0,5
105,0000	0,5
105,2000	0,5
105,4000	0,5
105,6000	0,5
105,8000	0,5
106,0000	0,5
106,2000	0,5
106,4000	0,5
106,6000	0,5
106,8000	0,5
107,0000	0,5
107,2000	0,5
107,4000	0,5
107,6000	0,6
107,8000	0,6
108,0000	0,6
108,2000	0,6
108,4000	0,6
108,6000	0,6
108,8000	0,6
109,0000	0,6
109,2000	0,6
109,4000	0,6
109,6000	0,6
109,8000	0,6
110,0000	0,6
110,2000	0,6
110,4000	0,6
110,6000	0,6
110,8000	0,6
111,0000	0,6
111,2000	0,6
111,4000	0,6
111,6000	0,6
111,8000	0,6
112,0000	0,6
112,2000	0,6
112,4000	0,6
112,6000	0,6
112,8000	0,6
113,0000	0,6
113,2000	0,6
113,4000	0,6
113,6000	0,6
113,8000	0,6
114,0000	0,6
114,2000	0,6
114,4000	0,6
114,6000	0,6
114,8000	0,6
115,0000	0,6
115,2000	0,6
115,4000	0,6
115,6000	0,6
115,8000	0,6
116,0000	0,6
116,2000	0,6
116,4000	0,6
116,6000	0,6
116,8000	0,6
117,0000	0,6
117,2000	0,6
117,4000	0,6
117,6000	0,6
117,8000	0,6
118,0000	0,6
118,2000	0,6
118,4000	0,6
118,6000	0,6
118,8000	0,6
119,0000	0,6
119,2000	0,6
119,4000	0,6
119,6000	0,6
119,8000	0,6
120,0000	0,6
120,2000	0,7
120,4000	0,6
120,6000	0,7
120,8000	0,7
121,0000	0,7
121,2000	0,7
121,4000	0,7
121,6000	0,7
121,8000	0,7
122,0000	0,7
122,2000	0,7
122,4000	0,7
122,6000	0,7
122,8000	0,7
123,0000	0,7
123,2000	0,7
123,4000	0,7
123,6000	0,7
123,8000	0,7
124,0000	0,7
124,2000	0,7
124,4000	0,7
124,6000	0,7
124,8000	0,7
125,0000	0,7
125,2000	0,7
125,4000	0,7
125,6000	0,7
125,8000	0,7
126,0000	0,7
126,2000	0,7
126,4000	0,7
126,6000	0,7
126,8000	0,7
127,0000	0,7
127,2000	0,7
127,4000	0,7
127,6000	0,7
127,8000	0,7
128,0000	0,7
128,2000	0,7
128,4000	0,7
128,6000	0,7
128,8000	0,7
129,0000	0,7
129,2000	0,7
129,4000	0,7
129,6000	0,7
129,8000	0,7
130,0000	0,7
130,2000	0,7
130,4000	0,7
130,6000	0,7
130,8000	0,7
131,0000	0,7
131,2000	0,7
131,4000	0,7
131,6000	0,7
131,8000	0,7
132,0000	0,7
132,2000	0,7
132,4000	0,8
132,6000	0,8
132,8000	0,8
133,0000	0,8
133,2000	0,8
133,4000	0,8
133,6000	0,8
133,8000	0,8
134,0000	0,8
134,2000	0,8
134,4000	0,8
134,6000	0,8
134,8000	0,8
135,0000	0,8
135,2000	0,8
135,4000	0,8
135,6000	0,8
135,8000	0,8
136,0000	0,8
136,2000	0,8
136,4000	0,8
136,6000	0,8
136,8000	0,8
137,0000	0,8
137,2000	0,8
137,4000	0,8
137,6000	0,8
137,8000	0,8
138,0000	0,8
138,2000	0,8
138,4000	0,8
138,6000	0,8
138,8000	0,8
139,0000	0,8
139,2000	0,8
139,4000	0,8
139,6000	0,8
139,8000	0,8
140,0000	0,8
140,2000	0,8
140,4000	0,8
140,6000	0,8
140,8000	0,8
141,0000	0,8
141,2000	0,8
141,4000	0,8
141,6000	0,8
141,8000	0,8
142,0000	0,8
142,2000	0,8
142,4000	0,8
142,6000	0,8
142,8000	0,8
143,0000	0,8
143,2000	0,8
143,4000	0,8
143,6000	0,8
143,8000	0,8
144,0000	0,9
144,2000	0,9
144,4000	0,9
144,6000	0,9
144,8000	0,9
145,0000	0,9
145,2000	0,9
145,4000	0,9
145,6000	0,9
145,8000	0,9
146,0000	0,9
146,2000	0,9
146,4000	0,9
146,6000	0,9
146,8000	0,9
147,0000	0,9
147,2000	0,9
147,4000	0,9
147,6000	0,9
147,8000	0,9
148,0000	0,9
148,2000	0,9
148,4000	0,9
148,6000	0,9
148,8000	0,9
149,0000	0,9
149,2000	0,9
149,4000	0,9
149,6000	0,9
149,8000	0,9
150,0000	0,9
150,2000	0,9
150,4000	0,9
150,6000	0,9
150,8000	0,9
151,0000	0,9
151,2000	0,9
151,4000	0,9
151,6000	0,9
151,8000	0,9
152,0000	0,9
152,2000	0,9
152,4000	0,9
152,6000	0,9
152,8000	0,9
153,0000	0,9
153,2000	0,9
153,4000	0,9
153,6000	0,9
153,8000	0,9
154,0000	1,0
154,2000	1,0
154,4000	1,0
154,6000	1,0
154,8000	1,0
155,0000	1,0
155,2000	1,0
155,4000	1,0
155,6000	1,0
155,8000	1,0
156,0000	1,0
156,2000	1,0
156,4000	1,0
156,6000	1,0
156,8000	1,0
157,0000	1,0
157,2000	1,0
157,4000	1,0
157,6000	1,0
157,8000	1,0
158,0000	1,0
158,2000	1,0
158,4000	1,0
158,6000	1,0
158,8000	1,0
159,0000	1,0
159,2000	1,0
159,4000	1,0
159,6000	1,0
159,8000	1,0
160,0000	1,0
160,2000	1,0
160,4000	1,0
160,6000	1,0
160,8000	1,0
161,0000	1,0
161,2000	1,0
161,4000	1,0
161,6000	1,0
161,8000	1,0
162,0000	1,0
162,2000	1,0
162,4000	1,0
162,6000	1,0
162,8000	1,0
163,0000	1,0
163,2000	1,0
163,4000	1,1
163,6000	1,1
163,8000	1,1
164,0000	1,1
164,2000	1,1
164,4000	1,1
164,6000	1,1
164,8000	1,1
165,0000	1,1
165,2000	1,1
165,4000	1,1
165,6000	1,1
165,8000	1,1
166,0000	1,1
166,2000	1,1
166,4000	1,1
166,6000	1,1
166,8000	1,1
167,0000	1,1
167,2000	1,1
167,4000	1,1
167,6000	1,1
167,8000	1,1
168,0000	1,1
168,2000	1,1
168,4000	1,1
168,6000	1,1
168,8000	1,1
169,0000	1,1
169,2000	1,1
169,4000	1,1
169,6000	1,1
169,8000	1,1
170,0000	1,1
170,2000	1,1
170,4000	1,1
170,6000	1,1
170,8000	1,1
171,0000	1,1
171,2000	1,1
171,4000	1,1
171,6000	1,1
171,8000	1,1
172,0000	1,2
172,2000	1,2
172,4000	1,2
172,6000	1,2
172,8000	1,2
173,0000	1,2
173,2000	1,2
173,4000	1,2
173,6000	1,2
173,8000	1,2
174,0000	1,2
174,2000	1,2
174,4000	1,2
174,6000	1,2
174,8000	1,2
175,0000	1,2
175,2000	1,2
175,4000	1,2
175,6000	1,2
175,8000	1,2
176,0000	1,2
176,2000	1,2
176,4000	1,2
176,6000	1,2
176,8000	1,2
177,0000	1,2
177,2000	1,3
177,4000	1,3
177,6000	1,3
177,8000	1,3
178,0000	1,3
178,2000	1,3
178,4000	1,3
178,6000	1,3
178,8000	1,3
179,0000	1,4
179,2000	1,4
179,4000	1,4
179,6000	1,4
179,8000	1,4
180,0000	1,4
180,2000	1,4
180,4000	1,4
180,6000	1,4
180,8000	1,4
181,0000	1,4
181,2000	1,4
181,4000	1,4
181,6000	1,4
181,8000	1,4
182,0000	1,4
182,2000	1,4
182,4000	1,4
182,6000	1,5
182,8000	1,5
183,0000	1,5
183,2000	1,5
183,4000	1,5
183,6000	1,5
183,8000	1,5
184,0000	1,5
184,2000	1,5
184,4000	1,5
184,6000	1,5
184,8000	1,5
185,0000	1,5
185,2000	1,5
185,4000	1,5
185,6000	1,5
185,8000	1,5
186,0000	1,5
186,2000	1,5
186,4000	1,5
186,6000	1,5
186,8000	1,5
187,0000	1,6
187,2000	1,6
187,4000	1,6
187,6000	1,6
187,8000	1,6
188,0000	1,6
188,2000	1,6
188,4000	1,6
188,6000	1,6
188,8000	1,6
189,0000	1,6
189,2000	1,6
189,4000	1,6
189,6000	1,6
189,8000	1,6
190,0000	1,6
190,2000	1,6
190,4000	1,6
190,6000	1,6
190,8000	1,6
191,0000	1,6
191,2000	1,7
191,4000	1,7
191,6000	1,7
191,8000	1,7
192,0000	1,7
192,2000	1,7
192,4000	1,7
192,6000	1,7
192,8000	1,7
193,0000	1,7
193,2000	1,7
193,4000	1,7
193,6000	1,7
193,8000	1,7
194,0000	1,7
194,2000	1,7
194,4000	1,7
194,6000	1,7
194,8000	1,7
195,0000	1,7
195,2000	1,7
195,4000	1,7
195,6000	1,8
195,8000	1,8
196,0000	1,8
196,2000	1,8
196,4000	1,8
196,6000	1,8
196,8000	1,8
197,0000	1,8
197,2000	1,8
197,4000	1,8
197,6000	1,8
197,8000	1,8
198,0000	1,8
198,2000	1,8
198,4000	1,8
198,6000	1,8
198,8000	1,8
199,0000	1,8
199,2000	1,8
199,4000	1,8
199,6000	1,9
199,8000	1,9
200,0000	1,9
200,2000	1,9
200,4000	1,9
200,6000	1,9
200,8000	1,9
201,0000	1,9
201,2000	1,9
201,4000	1,9
201,6000	1,9
201,8000	1,9
202,0000	1,9
202,2000	1,9
202,4000	1,9
202,6000	1,9
202,8000	1,9
203,0000	1,9
203,2000	1,9
203,4000	1,9
203,6000	1,9
203,8000	1,9
204,0000	2,0
204,2000	2,0
204,4000	2,0
204,6000	2,0
204,8000	2,0
205,0000	2,0
205,2000	2,0
205,4000	2,0
205,6000	2,0
205,8000	2,0
206,0000	2,0
206,2000	2,0
206,4000	2,1
206,6000	2,1
206,8000	2,1
207,0000	2,1
207,2000	2,1
207,4000	2,1
207,6000	2,1
207,8000	2,1
208,0000	2,1
208,2000	2,2
208,4000	2,2
208,6000	2,2
208,8000	2,2
209,0000	2,2
209,2000	2,2
209,4000	2,2
209,6000	2,2
209,8000	2,2
210,0000	2,2
210,2000	2,3
210,4000	2,3
210,6000	2,3
210,8000	2,3
211,0000	2,3
211,2000	2,3
211,4000	2,3
211,6000	2,3
211,8000	2,4
212,0000	2,4
212,2000	2,4
212,4000	2,4
212,6000	2,4
212,8000	2,4
213,0000	2,4
213,2000	2,4
213,4000	2,5
213,6000	2,5
213,8000	2,5
214,0000	2,5
214,2000	2,5
214,4000	2,5
214,6000	2,5
214,8000	2,6
215,0000	2,6
215,2000	2,6
215,4000	2,6
215,6000	2,6
215,8000	2,7
216,0000	2,7
216,2000	2,7
216,4000	2,7
216,6000	2,8
216,8000	2,8
217,0000	2,8
217,2000	2,9
217,4000	2,9
217,6000	2,9
217,8000	3,0
218,0000	3,0
218,2000	3,0
218,4000	3,1
218,6000	3,1
218,8000	3,2
219,0000	3,2
219,2000	3,2
219,4000	3,3
219,6000	3,3
219,8000	3,4
220,0000	3,4
220,2000	3,5
220,4000	3,5
220,6000	3,6
220,8000	3,7
221,0000	3,7
221,2000	3,8
221,4000	3,8
221,6000	3,9
221,8000	4,0
222,0000	4,0
222,2000	4,1
222,4000	4,2
222,6000	4,3
222,8000	4,4
223,0000	4,5
223,2000	4,6
223,4000	4,7
223,6000	4,8
223,8000	5,0
224,0000	5,1
224,2000	5,2
224,4000	5,4
224,6000	5,5
224,8000	5,6
225,0000	5,7
225,2000	5,9
225,4000	6,0
225,6000	6,1
225,8000	6,2
226,0000	6,3
226,2000	6,4
226,4000	6,6
226,6000	6,7
226,8000	6,8
227,0000	6,9
227,2000	7,0
227,4000	7,1
227,6000	7,2
227,8000	7,3
228,0000	7,3
228,2000	7,4
228,4000	7,5
228,6000	7,6
228,8000	7,7
229,0000	7,8
229,2000	7,9
229,4000	7,9
229,6000	8,0
229,8000	8,1
230,0000	8,2
230,2000	8,3
230,4000	8,3
230,6000	8,4
230,8000	8,5
231,0000	8,6
231,2000	8,7
231,4000	8,7
231,6000	8,8
231,8000	8,9
232,0000	9,0
232,2000	9,0
232,4000	9,1
232,6000	9,2
232,8000	9,3
233,0000	9,3
233,2000	9,4
233,4000	9,5
233,6000	9,6
233,8000	9,6
234,0000	9,7
234,2000	9,8
234,4000	9,9
234,6000	9,9
234,8000	10,0
235,0000	10,1
235,2000	10,1
235,4000	10,2
235,6000	10,3
235,8000	10,4
236,0000	10,4
236,2000	10,5
236,4000	10,6
236,6000	10,6
236,8000	10,7
237,0000	10,8
237,2000	10,9
237,4000	10,9
237,6000	11,0
237,8000	11,1
238,0000	11,2
238,2000	11,2
238,4000	11,3
238,6000	11,4
238,8000	11,5
239,0000	11,5
239,2000	11,6
239,4000	11,7
239,6000	11,8
239,8000	11,8
240,0000	11,9
240,2000	12,0
240,4000	12,1
240,6000	12,1
240,8000	12,2
241,0000	12,3
241,2000	12,4
241,4000	12,5
241,6000	12,5
241,8000	12,6
242,0000	12,7
242,2000	12,7
242,4000	12,8
242,6000	12,9
242,8000	13,0
243,0000	13,0
243,2000	13,1
243,4000	13,2
243,6000	13,3
243,8000	13,3
244,0000	13,4
244,2000	13,5
244,4000	13,5
244,6000	13,6
244,8000	13,7
245,0000	13,8
245,2000	13,8
245,4000	13,9
245,6000	14,0
245,8000	14,0
246,0000	14,1
246,2000	14,2
246,4000	14,2
246,6000	14,3
246,8000	14,4
247,0000	14,4
247,2000	14,5
247,4000	14,6
247,6000	14,7
247,8000	14,7
248,0000	14,8
248,2000	14,9
248,4000	14,9
248,6000	15,0
248,8000	15,1
249,0000	15,1
249,2000	15,2
249,4000	15,3
249,6000	15,3
249,8000	15,4
250,0000	15,5
250,2000	15,5
250,4000	15,6
250,6000	15,6
250,8000	15,7
251,0000	15,8
251,2000	15,8
251,4000	15,9
251,6000	16,0
251,8000	16,0
252,0000	16,1
252,2000	16,2
252,4000	16,2
252,6000	16,3
252,8000	16,4
253,0000	16,5
253,2000	16,5
253,4000	16,6
253,6000	16,7
253,8000	16,7
254,0000	16,8
254,2000	16,9
254,4000	16,9
254,6000	17,0
254,8000	17,1
255,0000	17,2
255,2000	17,2
255,4000	17,3
255,6000	17,4
255,8000	17,4
256,0000	17,5
256,2000	17,6
256,4000	17,6
256,6000	17,7
256,8000	17,8
257,0000	17,8
257,2000	17,9
257,4000	18,0
257,6000	18,1
257,8000	18,1
258,0000	18,2
258,2000	18,3
258,4000	18,3
258,6000	18,4
258,8000	18,5
259,0000	18,6
259,2000	18,6
259,4000	18,7
259,6000	18,8
259,8000	18,8
260,0000	18,9
260,2000	19,0
260,4000	19,0
260,6000	19,1
260,8000	19,2
261,0000	19,2
261,2000	19,3
261,4000	19,4
261,6000	19,5
261,8000	19,5
262,0000	19,6
262,2000	19,7
262,4000	19,7
262,6000	19,8
262,8000	19,9
263,0000	19,9
263,2000	20,0
263,4000	20,1
263,6000	20,1
263,8000	20,2
264,0000	20,3
264,2000	20,3
264,4000	20,4
264,6000	20,5
264,8000	20,5
265,0000	20,6
265,2000	20,7
265,4000	20,7
265,6000	20,8
265,8000	20,9
266,0000	20,9
266,2000	21,0
266,4000	21,1
266,6000	21,1
266,8000	21,2
267,0000	21,3
267,2000	21,3
267,4000	21,4
267,6000	21,5
267,8000	21,5
268,0000	21,6
268,2000	21,7
268,4000	21,7
268,6000	21,8
268,8000	21,9
269,0000	21,9
269,2000	22,0
269,4000	22,1
269,6000	22,1
269,8000	22,2
270,0000	22,3
270,2000	22,3
270,4000	22,4
270,6000	22,4
270,8000	22,5
271,0000	22,6
271,2000	22,6
271,4000	22,7
271,6000	22,8
271,8000	22,8
272,0000	22,9
272,2000	23,0
272,4000	23,0
272,6000	23,1
272,8000	23,1
273,0000	23,2
273,2000	23,3
273,4000	23,3
273,6000	23,4
273,8000	23,5
274,0000	23,5
274,2000	23,6
274,4000	23,6
274,6000	23,7
274,8000	23,8
275,0000	23,8
275,2000	23,9
275,4000	24,0
275,6000	24,0
275,8000	24,1
276,0000	24,1
276,2000	24,2
276,4000	24,3
276,6000	24,3
276,8000	24,4
277,0000	24,4
277,2000	24,5
277,4000	24,6
277,6000	24,6
277,8000	24,7
278,0000	24,8
278,2000	24,8
278,4000	24,9
278,6000	24,9
278,8000	25,0
279,0000	25,1
279,2000	25,1
279,4000	25,2
279,6000	25,2
279,8000	25,3
280,0000	25,4
280,2000	25,4
280,4000	25,5
280,6000	25,5
280,8000	25,6
281,0000	25,7
281,2000	25,7
281,4000	25,8
281,6000	25,8
281,8000	25,9
282,0000	26,0
282,2000	26,0
282,4000	26,1
282,6000	26,1
282,8000	26,2
283,0000	26,3
283,2000	26,3
283,4000	26,4
283,6000	26,4
283,8000	26,5
284,0000	26,5
284,2000	26,6
284,4000	26,7
284,6000	26,7
284,8000	26,8
285,0000	26,8
285,2000	26,9
285,4000	27,0
285,6000	27,0
285,8000	27,1
286,0000	27,1
286,2000	27,2
286,4000	27,2
286,6000	27,3
286,8000	27,4
287,0000	27,4
287,2000	27,5
287,4000	27,5
287,6000	27,6
287,8000	27,7
288,0000	27,7
288,2000	27,8
288,4000	27,8
288,6000	27,9
288,8000	27,9
289,0000	28,0
289,2000	28,1
289,4000	28,1
289,6000	28,2
289,8000	28,2
290,0000	28,3
290,2000	28,3
290,4000	28,4
290,6000	28,5
290,8000	28,5
291,0000	28,6
291,2000	28,6
291,4000	28,7
291,6000	28,7
291,8000	28,8
292,0000	28,9
292,2000	28,9
292,4000	29,0
292,6000	29,0
292,8000	29,1
293,0000	29,2
293,2000	29,2
293,4000	29,3
293,6000	29,3
293,8000	29,4
294,0000	29,4
294,2000	29,5
294,4000	29,6
294,6000	29,6
294,8000	29,7
295,0000	29,7
295,2000	29,8
295,4000	29,8
295,6000	29,9
295,8000	30,0
296,0000	30,0
296,2000	30,1
296,4000	30,1
296,6000	30,2
296,8000	30,2
297,0000	30,3
297,2000	30,4
297,4000	30,4
297,6000	30,5
297,8000	30,5
298,0000	30,6
298,2000	30,6
298,4000	30,7
298,6000	30,8
298,8000	30,8
299,0000	30,9
299,2000	30,9
299,4000	31,0
299,6000	31,0
299,8000	31,1
300,0000	31,2
300,2000	31,2
300,4000	31,3
300,6000	31,3
300,8000	31,4
301,0000	31,4
301,2000	31,5
301,4000	31,6
301,6000	31,6
301,8000	31,7
302,0000	31,7
302,2000	31,8
302,4000	31,9
302,6000	31,9
302,8000	32,0
