Temperatur, Messreihe #1
Zeit ( s )	Temperatur ( °C )
36,8000	-11,4
36,9000	-11,4
37,0000	-11,4
37,1000	-11,4
37,2000	-11,5
37,3000	-11,5
37,4000	-11,5
37,5000	-11,5
37,6000	-11,5
37,7000	-11,5
37,8000	-11,6
37,9000	-11,6
38,0000	-11,6
38,1000	-11,6
38,2000	-11,6
38,3000	-11,6
38,4000	-11,6
38,5000	-11,7
38,6000	-11,7
38,7000	-11,7
38,8000	-11,7
38,9000	-11,7
39,0000	-11,7
39,1000	-11,8
39,2000	-11,8
39,3000	-11,8
39,4000	-11,8
39,5000	-11,8
39,6000	-11,8
39,7000	-11,9
39,8000	-11,9
39,9000	-11,9
40,0000	-11,9
40,1000	-11,9
40,2000	-11,9
40,3000	-11,9
40,4000	-12,0
40,5000	-12,0
40,6000	-12,0
40,7000	-12,0
40,8000	-12,0
40,9000	-12,0
41,0000	-12,1
41,1000	-12,1
41,2000	-12,1
41,3000	-12,1
41,4000	-12,1
41,5000	-12,1
41,6000	-12,1
41,7000	-12,2
41,8000	-12,2
41,9000	-12,2
42,0000	-12,2
42,1000	-12,2
42,2000	-12,2
42,3000	-12,3
42,4000	-12,3
42,5000	-12,3
42,6000	-12,3
42,7000	-12,3
42,8000	-12,3
42,9000	-12,3
43,0000	-12,4
43,1000	-12,4
43,2000	-12,4
43,3000	-12,4
43,4000	-12,4
43,5000	-12,4
43,6000	-12,5
43,7000	-12,5
43,8000	-12,5
43,9000	-12,5
44,0000	-12,5
44,1000	-12,5
44,2000	-12,6
44,3000	-12,6
44,4000	-12,6
44,5000	-12,6
44,6000	-12,6
44,7000	-12,6
44,8000	-12,6
44,9000	-12,7
45,0000	-12,7
45,1000	-12,7
45,2000	-12,7
45,3000	-12,7
45,4000	-12,7
45,5000	-12,7
45,6000	-12,8
45,7000	-12,8
45,8000	-12,8
45,9000	-12,8
46,0000	-12,8
46,1000	-12,8
46,2000	-12,9
46,3000	-12,9
46,4000	-12,9
46,5000	-12,9
46,6000	-12,9
46,7000	-12,9
46,8000	-12,9
46,9000	-13,0
47,0000	-13,0
47,1000	-13,0
47,2000	-13,0
47,3000	-13,0
47,4000	-13,0
47,5000	-13,0
47,6000	-13,1
47,7000	-13,1
47,8000	-13,1
47,9000	-13,1
48,0000	-13,1
48,1000	-13,1
48,2000	-13,2
48,3000	-13,2
48,4000	-13,2
48,5000	-13,2
48,6000	-13,2
48,7000	-13,2
48,8000	-13,2
48,9000	-13,3
49,0000	-13,3
49,1000	-13,3
49,2000	-13,3
49,3000	-13,3
49,4000	-13,3
49,5000	-13,4
49,6000	-13,4
49,7000	-13,4
49,8000	-13,4
49,9000	-13,4
50,0000	-13,4
50,1000	-13,4
50,2000	-13,5
50,3000	-13,5
50,4000	-13,5
50,5000	-13,5
50,6000	-13,5
50,7000	-13,5
50,8000	-13,5
50,9000	-13,6
51,0000	-13,6
0,0000	-13,6
0,1000	-13,6
0,2000	-13,6
0,3000	-13,7
0,4000	-13,7
0,5000	-13,7
0,6000	-13,7
0,7000	-13,7
0,8000	-13,7
0,9000	-13,7
1,0000	-13,8
1,1000	-13,8
1,2000	-13,8
1,3000	-13,8
1,4000	-13,8
1,5000	-13,8
1,6000	-13,8
1,7000	-13,9
1,8000	-13,9
1,9000	-13,9
2,0000	-13,9
2,1000	-13,9
2,2000	-13,9
2,3000	-14,0
2,4000	-14,0
2,5000	-14,0
2,6000	-14,0
2,7000	-14,0
2,8000	-14,0
2,9000	-14,0
3,0000	-14,1
3,1000	-14,1
3,2000	-14,1
3,3000	-14,1
3,4000	-14,1
3,5000	-14,1
3,6000	-14,1
3,7000	-14,2
3,8000	-14,2
3,9000	-14,2
4,0000	-14,2
4,1000	-14,2
4,2000	-14,2
4,3000	-14,2
4,4000	-14,3
4,5000	-14,3
4,6000	-14,3
4,7000	-14,3
4,8000	-14,3
4,9000	-14,3
5,0000	-14,3
5,1000	-14,4
5,2000	-14,4
5,3000	-14,4
5,4000	-14,4
5,5000	-14,4
5,6000	-14,4
5,7000	-14,4
5,8000	-14,5
5,9000	-14,5
6,0000	-14,5
6,1000	-14,5
6,2000	-14,5
6,3000	-14,5
6,4000	-14,5
6,5000	-14,6
6,6000	-14,6
6,7000	-14,6
6,8000	-14,6
6,9000	-14,6
7,0000	-14,6
7,1000	-14,6
7,2000	-14,7
7,3000	-14,7
7,4000	-14,7
7,5000	-14,7
7,6000	-14,7
7,7000	-14,7
7,8000	-14,7
7,9000	-14,8
8,0000	-14,8
8,1000	-14,8
8,2000	-14,8
8,3000	-14,8
8,4000	-14,8
8,5000	-14,8
8,6000	-14,9
8,7000	-14,9
8,8000	-14,9
8,9000	-14,9
9,0000	-14,9
9,1000	-14,9
9,2000	-14,9
9,3000	-15,0
9,4000	-15,0
9,5000	-15,0
9,6000	-15,0
9,7000	-15,0
9,8000	-15,0
9,9000	-15,0
10,0000	-15,1
10,1000	-15,1
10,2000	-15,1
10,3000	-15,1
10,4000	-15,1
10,5000	-15,1
10,6000	-15,1
10,7000	-15,2
10,8000	-15,2
10,9000	-15,2
11,0000	-15,2
11,1000	-15,2
11,2000	-15,2
11,3000	-15,2
11,4000	-15,3
11,5000	-15,3
11,6000	-15,3
11,7000	-15,3
11,8000	-15,3
11,9000	-15,3
12,0000	-15,3
12,1000	-15,4
12,2000	-15,4
12,3000	-15,4
12,4000	-15,4
12,5000	-15,4
12,6000	-15,4
12,7000	-15,4
12,8000	-15,5
12,9000	-15,5
13,0000	-15,5
13,1000	-15,5
13,2000	-15,5
13,3000	-15,5
13,4000	-15,5
13,5000	-15,5
13,6000	-15,6
13,7000	-15,6
13,8000	-15,6
13,9000	-15,6
14,0000	-15,6
14,1000	-15,6
14,2000	-15,7
14,3000	-15,7
14,4000	-15,7
14,5000	-15,7
14,6000	-15,7
14,7000	-15,7
14,8000	-15,7
14,9000	-15,7
15,0000	-15,8
15,1000	-15,8
15,2000	-15,8
15,3000	-15,8
15,4000	-15,8
15,5000	-15,8
15,6000	-15,8
15,7000	-15,9
15,8000	-15,9
15,9000	-15,9
16,0000	-15,9
16,1000	-15,9
16,2000	-15,9
16,3000	-15,9
16,4000	-15,9
16,5000	-15,9
16,6000	-16,0
16,7000	-16,0
16,8000	-16,0
16,9000	-16,0
17,0000	-16,0
17,1000	-16,0
17,2000	-16,0
17,3000	-16,0
17,4000	-16,0
17,5000	-16,1
17,6000	-16,1
17,7000	-16,1
17,8000	-16,1
17,9000	-16,1
18,0000	-16,1
18,1000	-16,1
18,2000	-16,1
18,3000	-16,2
18,4000	-16,2
18,5000	-16,2
18,6000	-16,2
18,7000	-16,2
18,8000	-16,2
18,9000	-16,2
19,0000	-16,3
19,1000	-16,3
19,2000	-16,3
19,3000	-16,3
19,4000	-16,3
19,5000	-16,3
19,6000	-16,3
19,7000	-16,3
19,8000	-16,4
19,9000	-16,4
20,0000	-16,4
20,1000	-16,4
20,2000	-16,4
20,3000	-16,4
20,4000	-16,4
20,5000	-16,5
20,6000	-16,5
20,7000	-16,5
20,8000	-16,5
20,9000	-16,5
21,0000	-16,5
21,1000	-16,5
21,2000	-16,5
21,3000	-16,6
21,4000	-16,6
21,5000	-16,6
21,6000	-16,6
21,7000	-16,6
21,8000	-16,6
21,9000	-16,6
22,0000	-16,7
22,1000	-16,7
22,2000	-16,7
22,3000	-16,7
22,4000	-16,7
22,5000	-16,7
22,6000	-16,7
22,7000	-16,8
22,8000	-16,8
22,9000	-16,8
23,0000	-16,8
23,1000	-16,8
23,2000	-16,8
23,3000	-16,8
23,4000	-16,9
23,5000	-16,9
23,6000	-16,9
23,7000	-16,9
23,8000	-16,9
23,9000	-16,9
24,0000	-16,9
24,1000	-17,0
24,2000	-17,0
24,3000	-17,0
24,4000	-17,0
24,5000	-17,0
24,6000	-17,0
24,7000	-17,0
24,8000	-17,0
24,9000	-17,1
25,0000	-17,1
25,1000	-17,1
25,2000	-17,1
25,3000	-17,1
25,4000	-17,1
25,5000	-17,2
25,6000	-17,2
25,7000	-17,2
25,8000	-17,2
25,9000	-17,2
26,0000	-17,2
26,1000	-17,2
26,2000	-17,2
26,3000	-17,3
26,4000	-17,3
26,5000	-17,3
26,6000	-17,3
26,7000	-17,3
26,8000	-17,3
26,9000	-17,3
27,0000	-17,4
27,1000	-17,4
27,2000	-17,4
27,3000	-17,4
27,4000	-17,4
27,5000	-17,4
27,6000	-17,5
27,7000	-17,5
27,8000	-17,5
27,9000	-17,5
28,0000	-17,5
28,1000	-17,5
28,2000	-17,5
28,3000	-17,5
28,4000	-17,6
28,5000	-17,6
28,6000	-17,6
28,7000	-17,6
28,8000	-17,6
28,9000	-17,6
29,0000	-17,6
29,1000	-17,7
29,2000	-17,7
29,3000	-17,7
29,4000	-17,7
29,5000	-17,7
29,6000	-17,7
29,7000	-17,7
29,8000	-17,8
29,9000	-17,8
30,0000	-17,8
30,1000	-17,8
30,2000	-17,8
30,3000	-17,8
30,4000	-17,8
30,5000	-17,8
30,6000	-17,9
30,7000	-17,9
30,8000	-17,9
30,9000	-17,9
31,0000	-17,9
31,1000	-17,9
31,2000	-17,9
31,3000	-18,0
31,4000	-18,0
31,5000	-18,0
31,6000	-18,0
31,7000	-18,0
31,8000	-18,0
31,9000	-18,0
32,0000	-18,0
32,1000	-18,1
32,2000	-18,1
32,3000	-18,1
32,4000	-18,1
32,5000	-18,1
32,6000	-18,1
32,7000	-18,1
32,8000	-18,2
32,9000	-18,2
33,0000	-18,2
33,1000	-18,2
33,2000	-18,2
33,3000	-18,2
33,4000	-18,2
33,5000	-18,2
33,6000	-18,3
33,7000	-18,3
33,8000	-18,3
33,9000	-18,3
34,0000	-18,3
34,1000	-18,3
34,2000	-18,3
34,3000	-18,4
34,4000	-18,4
34,5000	-18,4
34,6000	-18,4
34,7000	-18,4
34,8000	-18,4
34,9000	-18,4
35,0000	-18,4
35,1000	-18,5
35,2000	-18,5
35,3000	-18,5
35,4000	-18,5
35,5000	-18,5
35,6000	-18,5
35,7000	-18,5
35,8000	-18,5
35,9000	-18,6
36,0000	-18,6
36,1000	-18,6
36,2000	-18,6
36,3000	-18,6
36,4000	-18,6
36,5000	-18,6
36,6000	-18,6
36,7000	-18,7
36,8000	-18,7
36,9000	-18,7
37,0000	-18,7
37,1000	-18,7
37,2000	-18,7
37,3000	-18,7
37,4000	-18,7
37,5000	-18,8
37,6000	-18,8
37,7000	-18,8
37,8000	-18,8
37,9000	-18,8
38,0000	-18,8
38,1000	-18,8
38,2000	-18,8
38,3000	-18,8
38,4000	-18,9
38,5000	-18,9
38,6000	-18,9
38,7000	-18,9
38,8000	-18,9
38,9000	-18,9
39,0000	-18,9
39,1000	-18,9
39,2000	-19,0
39,3000	-19,0
39,4000	-19,0
39,5000	-19,0
39,6000	-19,0
39,7000	-19,0
39,8000	-19,0
39,9000	-19,0
40,0000	-19,0
40,1000	-19,1
40,2000	-19,1
40,3000	-19,1
40,4000	-19,1
40,5000	-19,1
40,6000	-19,1
40,7000	-19,1
40,8000	-19,1
40,9000	-19,2
41,0000	-19,2
41,1000	-19,2
41,2000	-19,2
41,3000	-19,2
41,4000	-19,2
41,5000	-19,2
41,6000	-19,2
41,7000	-19,2
41,8000	-19,3
41,9000	-19,3
42,0000	-19,3
42,1000	-19,3
42,2000	-19,3
42,3000	-19,3
42,4000	-19,3
42,5000	-19,3
42,6000	-19,3
42,7000	-19,4
42,8000	-19,4
42,9000	-19,4
43,0000	-19,4
43,1000	-19,4
43,2000	-19,4
43,3000	-19,4
43,4000	-19,4
43,5000	-19,4
43,6000	-19,5
43,7000	-19,5
43,8000	-19,5
43,9000	-19,5
44,0000	-19,5
44,1000	-19,5
44,2000	-19,5
44,3000	-19,5
44,4000	-19,5
44,5000	-19,5
44,6000	-19,6
44,7000	-19,6
44,8000	-19,6
44,9000	-19,6
45,0000	-19,6
45,1000	-19,6
45,2000	-19,6
45,3000	-19,6
45,4000	-19,6
45,5000	-19,7
45,6000	-19,7
45,7000	-19,7
45,8000	-19,7
45,9000	-19,7
46,0000	-19,7
46,1000	-19,7
46,2000	-19,7
46,3000	-19,7
46,4000	-19,8
46,5000	-19,8
46,6000	-19,8
46,7000	-19,8
46,8000	-19,8
46,9000	-19,8
47,0000	-19,8
47,1000	-19,8
47,2000	-19,8
47,3000	-19,8
47,4000	-19,9
47,5000	-19,9
47,6000	-19,9
47,7000	-19,9
47,8000	-19,9
47,9000	-19,9
48,0000	-19,9
48,1000	-19,9
48,2000	-19,9
48,3000	-19,9
48,4000	-20,0
48,5000	-20,0
48,6000	-20,0
48,7000	-20,0
48,8000	-20,0
48,9000	-20,0
49,0000	-20,0
49,1000	-20,0
49,2000	-20,0
49,3000	-20,0
49,4000	-20,1
49,5000	-20,1
49,6000	-20,1
49,7000	-20,1
49,8000	-20,1
49,9000	-20,1
50,0000	-20,1
50,1000	-20,1
50,2000	-20,1
50,3000	-20,1
50,4000	-20,2
50,5000	-20,2
50,6000	-20,2
50,7000	-20,2
50,8000	-20,2
50,9000	-20,2
51,0000	-20,2
0,0000	-20,2
0,1000	-20,3
0,2000	-20,3
0,3000	-20,3
0,4000	-20,3
0,5000	-20,3
0,6000	-20,3
0,7000	-20,3
0,8000	-20,3
0,9000	-20,3
1,0000	-20,3
1,1000	-20,3
1,2000	-20,4
1,3000	-20,4
1,4000	-20,4
1,5000	-20,4
1,6000	-20,4
1,7000	-20,4
1,8000	-20,4
1,9000	-20,4
2,0000	-20,4
2,1000	-20,4
2,2000	-20,5
2,3000	-20,5
2,4000	-20,5
2,5000	-20,5
2,6000	-20,5
2,7000	-20,5
2,8000	-20,5
2,9000	-20,5
3,0000	-20,5
3,1000	-20,5
3,2000	-20,6
3,3000	-20,6
3,4000	-20,6
3,5000	-20,6
3,6000	-20,6
3,7000	-20,6
3,8000	-20,6
3,9000	-20,6
4,0000	-20,6
4,1000	-20,6
4,2000	-20,6
4,3000	-20,7
4,4000	-20,7
4,5000	-20,7
4,6000	-20,7
4,7000	-20,7
4,8000	-20,7
4,9000	-20,7
5,0000	-20,7
5,1000	-20,7
5,2000	-20,7
5,3000	-20,8
5,4000	-20,8
5,5000	-20,8
5,6000	-20,8
5,7000	-20,8
5,8000	-20,8
5,9000	-20,8
6,0000	-20,8
6,1000	-20,8
6,2000	-20,8
6,3000	-20,8
6,4000	-20,9
6,5000	-20,9
6,6000	-20,9
6,7000	-20,9
6,8000	-20,9
6,9000	-20,9
7,0000	-20,9
7,1000	-20,9
7,2000	-20,9
7,3000	-20,9
7,4000	-20,9
7,5000	-21,0
7,6000	-21,0
7,7000	-21,0
7,8000	-21,0
7,9000	-21,0
8,0000	-21,0
8,1000	-21,0
8,2000	-21,0
8,3000	-21,0
8,4000	-21,0
8,5000	-21,1
8,6000	-21,1
8,7000	-21,1
8,8000	-21,1
8,9000	-21,1
9,0000	-21,1
9,1000	-21,1
9,2000	-21,1
9,3000	-21,1
9,4000	-21,1
9,5000	-21,1
9,6000	-21,1
9,7000	-21,2
9,8000	-21,2
9,9000	-21,2
10,0000	-21,2
10,1000	-21,2
10,2000	-21,2
10,3000	-21,2
10,4000	-21,2
10,5000	-21,2
10,6000	-21,2
10,7000	-21,2
10,8000	-21,3
10,9000	-21,3
11,0000	-21,3
11,1000	-21,3
11,2000	-21,3
11,3000	-21,3
11,4000	-21,3
11,5000	-21,3
11,6000	-21,3
11,7000	-21,3
11,8000	-21,3
11,9000	-21,3
12,0000	-21,3
12,1000	-21,4
12,2000	-21,4
12,3000	-21,4
12,4000	-21,4
12,5000	-21,4
12,6000	-21,4
12,7000	-21,4
12,8000	-21,4
12,9000	-21,4
13,0000	-21,4
13,1000	-21,4
13,2000	-21,4
13,3000	-21,5
13,4000	-21,5
13,5000	-21,5
13,6000	-21,5
13,7000	-21,5
13,8000	-21,5
13,9000	-21,5
14,0000	-21,5
14,1000	-21,5
14,2000	-21,5
14,3000	-21,5
14,4000	-21,6
14,5000	-21,6
14,6000	-21,6
14,7000	-21,6
14,8000	-21,6
14,9000	-21,6
15,0000	-21,6
15,1000	-21,6
15,2000	-21,6
15,3000	-21,6
15,4000	-21,6
15,5000	-21,6
15,6000	-21,7
15,7000	-21,7
15,8000	-21,7
15,9000	-21,7
16,0000	-21,7
16,1000	-21,7
16,2000	-21,7
16,3000	-21,7
16,4000	-21,7
16,5000	-21,7
16,6000	-21,7
16,7000	-21,7
16,8000	-21,7
16,9000	-21,8
17,0000	-21,8
17,1000	-21,8
17,2000	-21,8
17,3000	-21,8
17,4000	-21,8
17,5000	-21,8
17,6000	-21,8
17,7000	-21,8
17,8000	-21,8
17,9000	-21,8
18,0000	-21,8
18,1000	-21,9
18,2000	-21,9
18,3000	-21,9
18,4000	-21,9
18,5000	-21,9
18,6000	-21,9
18,7000	-21,9
18,8000	-21,9
18,9000	-21,9
19,0000	-21,9
19,1000	-21,9
19,2000	-21,9
19,3000	-21,9
19,4000	-22,0
19,5000	-22,0
19,6000	-22,0
19,7000	-22,0
19,8000	-22,0
19,9000	-22,0
20,0000	-22,0
20,1000	-22,0
20,2000	-22,0
20,3000	-22,0
20,4000	-22,0
20,5000	-22,0
20,6000	-22,0
20,7000	-22,1
20,8000	-22,1
20,9000	-22,1
21,0000	-22,1
21,1000	-22,1
21,2000	-22,1
21,3000	-22,1
21,4000	-22,1
21,5000	-22,1
21,6000	-22,1
21,7000	-22,1
21,8000	-22,1
21,9000	-22,1
22,0000	-22,1
22,1000	-22,2
22,2000	-22,2
22,3000	-22,2
22,4000	-22,2
22,5000	-22,2
22,6000	-22,2
22,7000	-22,2
22,8000	-22,2
22,9000	-22,2
23,0000	-22,2
23,1000	-22,2
23,2000	-22,2
23,3000	-22,3
23,4000	-22,3
23,5000	-22,3
23,6000	-22,3
23,7000	-22,3
23,8000	-22,3
23,9000	-22,3
24,0000	-22,3
24,1000	-22,3
24,2000	-22,3
24,3000	-22,3
24,4000	-22,3
24,5000	-22,3
24,6000	-22,3
24,7000	-22,4
24,8000	-22,4
24,9000	-22,4
25,0000	-22,4
25,1000	-22,4
25,2000	-22,4
25,3000	-22,4
25,4000	-22,4
25,5000	-22,4
25,6000	-22,4
25,7000	-22,4
25,8000	-22,4
25,9000	-22,4
26,0000	-22,4
26,1000	-22,5
26,2000	-22,5
26,3000	-22,5
26,4000	-22,5
26,5000	-22,5
26,6000	-22,5
26,7000	-22,5
26,8000	-22,5
26,9000	-22,5
27,0000	-22,5
27,1000	-22,5
27,2000	-22,5
27,3000	-22,5
27,4000	-22,6
27,5000	-22,6
27,6000	-22,6
27,7000	-22,6
27,8000	-22,6
27,9000	-22,6
28,0000	-22,6
28,1000	-22,6
28,2000	-22,6
28,3000	-22,6
28,4000	-22,6
28,5000	-22,6
28,6000	-22,6
28,7000	-22,6
28,8000	-22,7
28,9000	-22,7
29,0000	-22,7
29,1000	-22,7
29,2000	-22,7
29,3000	-22,7
29,4000	-22,7
29,5000	-22,7
29,6000	-22,7
29,7000	-22,7
29,8000	-22,7
29,9000	-22,7
30,0000	-22,7
30,1000	-22,7
30,2000	-22,7
30,3000	-22,8
30,4000	-22,8
30,5000	-22,8
30,6000	-22,8
30,7000	-22,8
30,8000	-22,8
30,9000	-22,8
31,0000	-22,8
31,1000	-22,8
31,2000	-22,8
31,3000	-22,8
31,4000	-22,8
31,5000	-22,8
31,6000	-22,8
31,7000	-22,8
31,8000	-22,9
31,9000	-22,9
32,0000	-22,9
32,1000	-22,9
32,2000	-22,9
32,3000	-22,9
32,4000	-22,9
32,5000	-22,9
32,6000	-22,9
32,7000	-22,9
32,8000	-22,9
32,9000	-22,9
33,0000	-22,9
33,1000	-22,9
33,2000	-22,9
33,3000	-23,0
33,4000	-23,0
33,5000	-23,0
33,6000	-23,0
33,7000	-23,0
33,8000	-23,0
33,9000	-23,0
34,0000	-23,0
34,1000	-23,0
34,2000	-23,0
34,3000	-23,0
34,4000	-23,0
34,5000	-23,0
34,6000	-23,0
34,7000	-23,0
34,8000	-23,0
34,9000	-23,1
35,0000	-23,1
35,1000	-23,1
35,2000	-23,1
35,3000	-23,1
35,4000	-23,1
35,5000	-23,1
35,6000	-23,1
35,7000	-23,1
35,8000	-23,1
35,9000	-23,1
36,0000	-23,1
36,1000	-23,1
36,2000	-23,1
36,3000	-23,1
36,4000	-23,2
36,5000	-23,2
36,6000	-23,2
36,7000	-23,2
36,8000	-23,2
36,9000	-23,2
37,0000	-23,2
37,1000	-23,2
37,2000	-23,2
37,3000	-23,2
37,4000	-23,2
37,5000	-23,2
37,6000	-23,2
37,7000	-23,2
37,8000	-23,2
37,9000	-23,2
38,0000	-23,3
38,1000	-23,3
38,2000	-23,3
38,3000	-23,3
38,4000	-23,3
38,5000	-23,3
38,6000	-23,3
38,7000	-23,3
38,8000	-23,3
38,9000	-23,3
39,0000	-23,3
39,1000	-23,3
39,2000	-23,3
39,3000	-23,3
39,4000	-23,3
39,5000	-23,4
39,6000	-23,4
39,7000	-23,4
39,8000	-23,4
39,9000	-23,4
40,0000	-23,4
40,1000	-23,4
40,2000	-23,4
40,3000	-23,4
40,4000	-23,4
40,5000	-23,4
40,6000	-23,4
40,7000	-23,4
40,8000	-23,4
40,9000	-23,4
41,0000	-23,4
41,1000	-23,5
41,2000	-23,5
41,3000	-23,5
41,4000	-23,5
41,5000	-23,5
41,6000	-23,5
41,7000	-23,5
41,8000	-23,5
41,9000	-23,5
42,0000	-23,5
42,1000	-23,5
42,2000	-23,5
42,3000	-23,5
42,4000	-23,5
42,5000	-23,5
42,6000	-23,5
42,7000	-23,6
42,8000	-23,6
42,9000	-23,6
43,0000	-23,6
43,1000	-23,6
43,2000	-23,6
43,3000	-23,6
43,4000	-23,6
43,5000	-23,6
43,6000	-23,6
43,7000	-23,6
43,8000	-23,6
43,9000	-23,6
44,0000	-23,6
44,1000	-23,6
44,2000	-23,6
44,3000	-23,7
44,4000	-23,7
44,5000	-23,7
44,6000	-23,7
44,7000	-23,7
44,8000	-23,7
44,9000	-23,7
45,0000	-23,7
45,1000	-23,7
45,2000	-23,7
45,3000	-23,7
45,4000	-23,7
45,5000	-23,7
45,6000	-23,7
45,7000	-23,7
45,8000	-23,7
45,9000	-23,7
46,0000	-23,7
46,1000	-23,8
46,2000	-23,8
46,3000	-23,8
46,4000	-23,8
46,5000	-23,8
46,6000	-23,8
46,7000	-23,8
46,8000	-23,8
46,9000	-23,8
47,0000	-23,8
47,1000	-23,8
47,2000	-23,8
47,3000	-23,8
47,4000	-23,8
47,5000	-23,8
47,6000	-23,9
47,7000	-23,9
47,8000	-23,9
47,9000	-23,9
48,0000	-23,9
48,1000	-23,9
48,2000	-23,9
48,3000	-23,9
48,4000	-23,9
48,5000	-23,9
48,6000	-23,9
48,7000	-23,9
48,8000	-23,9
48,9000	-23,9
49,0000	-23,9
49,1000	-23,9
49,2000	-23,9
49,3000	-23,9
49,4000	-24,0
49,5000	-24,0
49,6000	-24,0
49,7000	-24,0
49,8000	-24,0
49,9000	-24,0
50,0000	-24,0
50,1000	-24,0
50,2000	-24,0
50,3000	-24,0
50,4000	-24,0
50,5000	-24,0
50,6000	-24,0
50,7000	-24,0
50,8000	-24,0
50,9000	-24,0
51,0000	-24,0
0,0000	-24,1
0,1000	-24,1
0,2000	-24,1
0,3000	-24,1
0,4000	-24,1
0,5000	-24,1
0,6000	-24,1
0,7000	-24,1
0,8000	-24,1
0,9000	-24,1
1,0000	-24,1
1,1000	-24,1
1,2000	-24,1
1,3000	-24,1
1,4000	-24,1
1,5000	-24,1
1,6000	-24,2
1,7000	-24,2
1,8000	-24,2
1,9000	-24,2
2,0000	-24,2
2,1000	-24,2
2,2000	-24,2
2,3000	-24,2
2,4000	-24,2
2,5000	-24,2
2,6000	-24,2
2,7000	-24,2
2,8000	-24,2
2,9000	-24,2
3,0000	-24,2
3,1000	-24,2
3,2000	-24,2
3,3000	-24,2
3,4000	-24,2
3,5000	-24,2
3,6000	-24,3
3,7000	-24,3
3,8000	-24,3
3,9000	-24,3
4,0000	-24,3
4,1000	-24,3
4,2000	-24,3
4,3000	-24,3
4,4000	-24,3
4,5000	-24,3
4,6000	-24,3
4,7000	-24,3
4,8000	-24,3
4,9000	-24,3
5,0000	-24,3
5,1000	-24,3
5,2000	-24,3
5,3000	-24,3
5,4000	-24,3
5,5000	-24,4
5,6000	-24,4
5,7000	-24,4
5,8000	-24,4
5,9000	-24,4
6,0000	-24,4
6,1000	-24,4
6,2000	-24,4
6,3000	-24,4
6,4000	-24,4
6,5000	-24,4
6,6000	-24,4
6,7000	-24,4
6,8000	-24,4
6,9000	-24,4
7,0000	-24,4
7,1000	-24,4
7,2000	-24,4
7,3000	-24,4
7,4000	-24,4
7,5000	-24,5
7,6000	-24,5
7,7000	-24,5
7,8000	-24,5
7,9000	-24,5
8,0000	-24,5
8,1000	-24,5
8,2000	-24,5
8,3000	-24,5
8,4000	-24,5
8,5000	-24,5
8,6000	-24,5
8,7000	-24,5
8,8000	-24,5
8,9000	-24,5
9,0000	-24,5
9,1000	-24,5
9,2000	-24,5
9,3000	-24,5
9,4000	-24,6
9,5000	-24,6
9,6000	-24,6
9,7000	-24,6
9,8000	-24,6
9,9000	-24,6
10,0000	-24,6
10,1000	-24,6
10,2000	-24,6
10,3000	-24,6
10,4000	-24,6
10,5000	-24,6
10,6000	-24,6
10,7000	-24,6
10,8000	-24,6
10,9000	-24,6
11,0000	-24,6
11,1000	-24,6
11,2000	-24,6
11,3000	-24,6
11,4000	-24,6
11,5000	-24,6
11,6000	-24,7
11,7000	-24,7
11,8000	-24,7
11,9000	-24,7
12,0000	-24,7
12,1000	-24,7
12,2000	-24,7
12,3000	-24,7
12,4000	-24,7
12,5000	-24,7
12,6000	-24,7
12,7000	-24,7
12,8000	-24,7
12,9000	-24,7
13,0000	-24,7
13,1000	-24,7
13,2000	-24,7
13,3000	-24,7
13,4000	-24,7
13,5000	-24,7
13,6000	-24,8
13,7000	-24,8
13,8000	-24,8
13,9000	-24,8
14,0000	-24,8
14,1000	-24,8
14,2000	-24,8
14,3000	-24,8
14,4000	-24,8
14,5000	-24,8
14,6000	-24,8
14,7000	-24,8
14,8000	-24,8
14,9000	-24,8
15,0000	-24,8
15,1000	-24,8
15,2000	-24,8
15,3000	-24,8
15,4000	-24,8
15,5000	-24,8
15,6000	-24,8
15,7000	-24,8
15,8000	-24,9
15,9000	-24,9
16,0000	-24,9
16,1000	-24,9
16,2000	-24,9
16,3000	-24,9
16,4000	-24,9
16,5000	-24,9
16,6000	-24,9
16,7000	-24,9
16,8000	-24,9
16,9000	-24,9
17,0000	-24,9
17,1000	-24,9
17,2000	-24,9
17,3000	-24,9
17,4000	-24,9
17,5000	-24,9
17,6000	-24,9
17,7000	-24,9
17,8000	-24,9
17,9000	-24,9
18,0000	-24,9
18,1000	-24,9
18,2000	-25,0
18,3000	-25,0
18,4000	-25,0
18,5000	-25,0
18,6000	-25,0
18,7000	-25,0
18,8000	-25,0
18,9000	-25,0
19,0000	-25,0
19,1000	-25,0
19,2000	-25,0
19,3000	-25,0
19,4000	-25,0
19,5000	-25,0
19,6000	-25,0
19,7000	-25,0
19,8000	-25,0
19,9000	-25,0
20,0000	-25,0
20,1000	-25,0
20,2000	-25,0
20,3000	-25,0
